transition,t0,t1,mmd,moment_error,sliced_wasserstein,mi_mean,mi_median,model,seed,ablation,prediction_finite_fraction,prediction_out_of_bounds_fraction,numerically_stable,prediction_diagnostics_origin,prediction_min,prediction_max
0.5_to_1,0.5,1.0,0.0182043425738811,0.0047402149066329,0.0062451222911477,0.5219994187355042,0.5198047161102295,,20260828,residual_penalty_low,1.0,0.0,True,measured_from_predictions,0.0,1.0
1_to_3,1.0,3.0,0.0388697236776351,0.0105048203840851,0.0121629126369953,0.5105609893798828,0.4959543943405151,,20260828,residual_penalty_low,1.0,0.0,True,measured_from_predictions,0.0,1.0
3_to_7,3.0,7.0,0.1614662408828735,0.0500897243618965,0.0539877712726593,0.6087560057640076,0.6048492789268494,,20260828,residual_penalty_low,1.0,0.0,True,measured_from_predictions,0.0,1.0
7_to_14,7.0,14.0,0.1239000484347343,0.0352755598723888,0.0369306355714798,0.5035404562950134,0.4959726631641388,,20260828,residual_penalty_low,1.0,0.0,True,measured_from_predictions,0.0,1.0
14_to_28,14.0,28.0,0.047925092279911,0.0047067254781723,0.0108543811365962,0.488896906375885,0.4900785088539123,,20260828,residual_penalty_low,1.0,0.0,True,measured_from_predictions,0.0,1.0
0_to_0.25,0.0,0.25,0.0625642389059066,0.0152786709368228,0.0213882979005575,0.3306373059749603,0.3236023187637329,,20260829,residual_penalty_low,1.0,0.0,True,measured_from_predictions,0.0,1.0
0.25_to_0.5,0.25,0.5,0.0305288452655076,0.0086157144978642,0.009225289337337,0.49659064412117,0.4957077503204345,,20260829,residual_penalty_low,1.0,0.0,True,measured_from_predictions,0.0,1.0
0.5_to_1,0.5,1.0,0.0177416447550058,0.0044340519234538,0.0042568850331008,0.5479596257209778,0.5457459688186646,,20260829,residual_penalty_low,1.0,0.0,True,measured_from_predictions,0.0,1.0
1_to_3,1.0,3.0,0.0603696070611476,0.0176374912261962,0.0169554855674505,0.4832313656806946,0.4713523983955383,,20260829,residual_penalty_low,1.0,0.0,True,measured_from_predictions,0.0,1.0
3_to_7,3.0,7.0,0.0355854704976081,0.0081502702087163,0.0135539229959249,0.5931943655014038,0.5914011597633362,,20260829,residual_penalty_low,1.0,0.0,True,measured_from_predictions,0.0,1.0
7_to_14,7.0,14.0,0.0227906517684459,0.0024394616484642,0.0050260899588465,0.6541563272476196,0.6595961451530457,,20260829,residual_penalty_low,1.0,0.0,True,measured_from_predictions,0.0,1.0
14_to_28,14.0,28.0,0.0434077121317386,0.0049972841516137,0.0126166595146059,0.489728569984436,0.4784510731697082,,20260829,residual_penalty_low,1.0,0.0,True,measured_from_predictions,0.0,1.0
0_to_0.25,0.0,0.25,0.063418760895729,0.015788547694683,0.0150544727221131,0.2541612088680267,0.2476891875267028,,20260825,residual_penalty_high,1.0,0.0,True,measured_from_predictions,0.0,1.0
0.25_to_0.5,0.25,0.5,0.0318376198410987,0.008974814787507,0.0092850504443049,0.4013574123382568,0.3975860178470611,,20260825,residual_penalty_high,1.0,0.0,True,measured_from_predictions,0.0,1.0
0.5_to_1,0.5,1.0,0.0150023559108376,0.0040112221613526,0.0046836175024509,0.4579216539859772,0.4523979127407074,,20260825,residual_penalty_high,1.0,0.0,True,measured_from_predictions,0.0,1.0
1_to_3,1.0,3.0,0.0466598123311996,0.0128177218139171,0.0136107383295893,0.3968521058559418,0.3843162059783935,,20260825,residual_penalty_high,1.0,0.0,True,measured_from_predictions,0.0,1.0
3_to_7,3.0,7.0,0.0658384189009666,0.0177698694169521,0.0163844600319862,0.4953464865684509,0.4862398505210876,,20260825,residual_penalty_high,1.0,0.0,True,measured_from_predictions,0.0,1.0
7_to_14,7.0,14.0,0.1401613652706146,0.0369650498032569,0.0406422354280948,0.5847470164299011,0.5835841298103333,,20260825,residual_penalty_high,1.0,0.0,True,measured_from_predictions,0.0,1.0
14_to_28,14.0,28.0,0.0307421870529651,0.0033450811170041,0.0102775413542985,0.5085907578468323,0.4968296587467193,,20260825,residual_penalty_high,1.0,0.0,True,measured_from_predictions,0.0,1.0
0_to_0.25,0.0,0.25,0.1190190017223358,0.0323298685252666,0.0342382155358791,0.2619339227676391,0.2542565464973449,,20260826,residual_penalty_high,1.0,0.0,True,measured_from_predictions,0.0,1.0
0.25_to_0.5,0.25,0.5,0.0487277433276176,0.0149835431948304,0.0154003221541643,0.4221871197223663,0.4200710952281952,,20260826,residual_penalty_high,1.0,0.0,True,measured_from_predictions,0.0,1.0
0.5_to_1,0.5,1.0,0.031430572271347,0.0095843281596899,0.0112616950646042,0.5044881105422974,0.5039439797401428,,20260826,residual_penalty_high,1.0,0.0,True,measured_from_predictions,0.0,1.0
1_to_3,1.0,3.0,0.0334462970495224,0.008833416737616,0.0105329351499676,0.4563624560832977,0.4434918761253357,,20260826,residual_penalty_high,1.0,0.0,True,measured_from_predictions,0.0,1.0
3_to_7,3.0,7.0,0.0920516848564148,0.0258145630359649,0.0298492424190044,0.5088757872581482,0.4962698817253113,,20260826,residual_penalty_high,1.0,0.0,True,measured_from_predictions,0.0,1.0
7_to_14,7.0,14.0,0.1965106129646301,0.057481687515974,0.062819018959999,0.499218225479126,0.4919246733188629,,20260826,residual_penalty_high,1.0,0.0,True,measured_from_predictions,0.0,1.0
14_to_28,14.0,28.0,0.035557821393013,0.0035184279549866,0.0089808460325002,0.5153745412826538,0.5066425204277039,,20260826,residual_penalty_high,1.0,0.0,True,measured_from_predictions,0.0,1.0
0_to_0.25,0.0,0.25,0.1161382049322128,0.0313902646303176,0.0398685559630394,0.3212645649909973,0.3123863935470581,,20260827,residual_penalty_high,1.0,0.0,True,measured_from_predictions,0.0,1.0
0.25_to_0.5,0.25,0.5,0.0727462619543075,0.0230838041752576,0.0287999045103788,0.4888927340507507,0.4868056774139404,,20260827,residual_penalty_high,1.0,0.0,True,measured_from_predictions,0.0,1.0
0.5_to_1,0.5,1.0,0.0210354831069707,0.0059250816702842,0.0056700929999351,0.5525779724121094,0.5545172691345215,,20260827,residual_penalty_high,1.0,0.0,True,measured_from_predictions,0.0,1.0
1_to_3,1.0,3.0,0.1364107877016067,0.0457056313753128,0.0432029440999031,0.4084687829017639,0.3926818966865539,,20260827,residual_penalty_high,1.0,0.0,True,measured_from_predictions,0.0,1.0
3_to_7,3.0,7.0,0.0194093566387891,0.0038676974363625,0.0072999373078346,0.5533593893051147,0.5507012605667114,,20260827,residual_penalty_high,1.0,0.0,True,measured_from_predictions,0.0,1.0
7_to_14,7.0,14.0,0.015822023153305,0.0009303634287789,0.00346788065508,0.7448570728302002,0.7579381465911865,,20260827,residual_penalty_high,1.0,0.0,True,measured_from_predictions,0.0,1.0
14_to_28,14.0,28.0,0.1335591375827789,0.0336205326020717,0.0421746857464313,0.67030930519104,0.65950608253479,,20260827,residual_penalty_high,1.0,0.0,True,measured_from_predictions,0.0,1.0
0_to_0.25,0.0,0.25,0.0636046007275581,0.0158330891281366,0.022904947400093,0.2526012659072876,0.2419480234384536,,20260828,residual_penalty_high,1.0,0.0,True,measured_from_predictions,0.0,1.0
0.25_to_0.5,0.25,0.5,0.0321273282170295,0.0090560177341103,0.0089268656447529,0.4048604965209961,0.4015858173370361,,20260828,residual_penalty_high,1.0,0.0,True,measured_from_predictions,0.0,1.0
0.5_to_1,0.5,1.0,0.0139723820611834,0.003470140043646,0.0047769350931048,0.4711687266826629,0.4631638526916504,,20260828,residual_penalty_high,1.0,0.0,True,measured_from_predictions,0.0,1.0
1_to_3,1.0,3.0,0.0665369480848312,0.0196087826043367,0.0206981543451547,0.4403145313262939,0.4260116815567016,,20260828,residual_penalty_high,1.0,0.0,True,measured_from_predictions,0.0,1.0
3_to_7,3.0,7.0,0.1081634536385536,0.0309653095901012,0.0354937762022018,0.5694727301597595,0.5672666430473328,,20260828,residual_penalty_high,1.0,0.0,True,measured_from_predictions,0.0,1.0
7_to_14,7.0,14.0,0.0508014820516109,0.0126650622114539,0.0145096629858016,0.6156492233276367,0.6141931414604187,,20260828,residual_penalty_high,1.0,0.0,True,measured_from_predictions,0.0,1.0
14_to_28,14.0,28.0,0.0438485294580459,0.0057731643319129,0.0101907979696989,0.4923815429210663,0.4852341115474701,,20260828,residual_penalty_high,1.0,0.0,True,measured_from_predictions,0.0,1.0
0_to_0.25,0.0,0.25,0.0624596625566482,0.0153350736945867,0.0215976275503635,0.3040642440319061,0.2958063781261444,,20260829,residual_penalty_high,1.0,0.0,True,measured_from_predictions,0.0,1.0
0.25_to_0.5,0.25,0.5,0.0329159051179885,0.0093339513987302,0.0100660640746355,0.4663146436214447,0.4643813073635101,,20260829,residual_penalty_high,1.0,0.0,True,measured_from_predictions,0.0,1.0
0.5_to_1,0.5,1.0,0.0134631348773837,0.003276175353676,0.0032762102782726,0.5249856114387512,0.5199078321456909,,20260829,residual_penalty_high,1.0,0.0,True,measured_from_predictions,0.0,1.0
1_to_3,1.0,3.0,0.0570358894765377,0.01706113666296,0.0180845484137535,0.4365246295928955,0.4247607588768005,,20260829,residual_penalty_high,1.0,0.0,True,measured_from_predictions,0.0,1.0
3_to_7,3.0,7.0,0.0111301774159073,0.0019227052107453,0.0042410474270582,0.5314499139785767,0.5274606347084045,,20260829,residual_penalty_high,1.0,0.0,True,measured_from_predictions,0.0,1.0
7_to_14,7.0,14.0,0.0179642401635646,0.0025234250351786,0.0045935944654047,0.7066017389297485,0.7107806205749512,,20260829,residual_penalty_high,1.0,0.0,True,measured_from_predictions,0.0,1.0
14_to_28,14.0,28.0,0.0227628797292709,0.0028722907882183,0.0070351595059037,0.5080702900886536,0.4939593374729156,,20260829,residual_penalty_high,1.0,0.0,True,measured_from_predictions,0.0,1.0
0_to_0.25,0.0,0.25,0.0706997588276863,0.017802795395255,0.0168693270534276,0.3247159719467163,0.3197830617427826,,20260825,state_definition,1.0,0.0,True,measured_from_predictions,0.0,1.0
0.25_to_0.5,0.25,0.5,0.050540305674076,0.0136862024664878,0.0135877970606088,0.4982383549213409,0.4958857595920563,,20260825,state_definition,1.0,0.0,True,measured_from_predictions,0.0,1.0
0.5_to_1,0.5,1.0,0.022155862301588,0.0064074336551129,0.0073073962703347,0.5263781547546387,0.5190167427062988,,20260825,state_definition,1.0,0.0,True,measured_from_predictions,0.0,1.0
1_to_3,1.0,3.0,0.0463313311338424,0.0140650821849703,0.0140504855662584,0.4592911303043365,0.4449257850646972,,20260825,state_definition,1.0,0.0,True,measured_from_predictions,0.0,1.0
3_to_7,3.0,7.0,0.130393698811531,0.0498603880405426,0.0411903783679008,0.5512703657150269,0.5431965589523315,,20260825,state_definition,1.0,0.0,True,measured_from_predictions,0.0,1.0
7_to_14,7.0,14.0,0.1538792699575424,0.0494734309613704,0.0538076013326644,0.623191237449646,0.6175419688224792,,20260825,state_definition,1.0,0.0,True,measured_from_predictions,0.0,1.0
14_to_28,14.0,28.0,0.2054522186517715,0.0514782629907131,0.0477329045534133,0.6940953135490417,0.6829012036323547,,20260825,state_definition,1.0,0.0,True,measured_from_predictions,0.0,1.0
0_to_0.25,0.0,0.25,0.1456667929887771,0.0445342734456062,0.0480161905288696,0.2815629243850708,0.2720328569412231,,20260826,state_definition,1.0,0.0,True,measured_from_predictions,0.0,1.0
0.25_to_0.5,0.25,0.5,0.0680072903633117,0.0226328261196613,0.022288104519248,0.4507872462272644,0.4455905258655548,,20260826,state_definition,1.0,0.0,True,measured_from_predictions,0.0,1.0
0.5_to_1,0.5,1.0,0.0401672422885894,0.013712684623897,0.0149913504719734,0.5241826772689819,0.5226020812988281,,20260826,state_definition,1.0,0.0,True,measured_from_predictions,0.0,1.0
1_to_3,1.0,3.0,0.0307425074279308,0.0092541817575693,0.01123773958534,0.4472253322601318,0.4293413162231445,,20260826,state_definition,1.0,0.0,True,measured_from_predictions,0.0,1.0
3_to_7,3.0,7.0,0.1314108371734619,0.0486285202205181,0.0564039647579193,0.5177270770072937,0.5078545808792114,,20260826,state_definition,1.0,0.0,True,measured_from_predictions,0.0,1.0
7_to_14,7.0,14.0,0.2360888719558715,0.0854407176375389,0.089742936193943,0.5334597229957581,0.5255329608917236,,20260826,state_definition,1.0,0.0,True,measured_from_predictions,0.0,1.0
14_to_28,14.0,28.0,0.0227122455835342,0.0028963855002075,0.0058057871647179,0.5360785126686096,0.5153647065162659,,20260826,state_definition,1.0,0.0,True,measured_from_predictions,0.0,1.0
0_to_0.25,0.0,0.25,0.1388618648052215,0.039674088358879,0.0498352423310279,0.3730499446392059,0.3690112829208374,,20260827,state_definition,1.0,0.0,True,measured_from_predictions,0.0,1.0
0.25_to_0.5,0.25,0.5,0.0943372473120689,0.0314583778381347,0.039696842432022,0.5567396879196167,0.5561599135398865,,20260827,state_definition,1.0,0.0,True,measured_from_predictions,0.0,1.0
0.5_to_1,0.5,1.0,0.0321673154830932,0.0102651137858629,0.0101995272561907,0.6201443076133728,0.6248728036880493,,20260827,state_definition,1.0,0.0,True,measured_from_predictions,0.0,1.0
1_to_3,1.0,3.0,0.1747753024101257,0.0684826597571373,0.0650686621665954,0.4790655672550201,0.4670315980911255,,20260827,state_definition,1.0,0.0,True,measured_from_predictions,0.0,1.0
3_to_7,3.0,7.0,0.0210659727454185,0.0035629824269562,0.0072786258533596,0.5567418336868286,0.5519991517066956,,20260827,state_definition,1.0,0.0,True,measured_from_predictions,0.0,1.0
7_to_14,7.0,14.0,0.0488903373479843,0.0047935326583683,0.0095808682963252,0.8000791668891907,0.825995147228241,,20260827,state_definition,1.0,0.0,True,measured_from_predictions,0.0,1.0
14_to_28,14.0,28.0,0.1403342336416244,0.0443372875452041,0.0588341020047664,0.6784881353378296,0.6592031121253967,,20260827,state_definition,1.0,0.0,True,measured_from_predictions,0.0,1.0
0_to_0.25,0.0,0.25,0.0766399651765823,0.0195041466504335,0.0284132771193981,0.3221134841442108,0.3192331790924072,,20260828,state_definition,1.0,0.0,True,measured_from_predictions,0.0,1.0
0.25_to_0.5,0.25,0.5,0.0563798956573009,0.0154308946803212,0.0164812877774238,0.499117761850357,0.4989042580127716,,20260828,state_definition,1.0,0.0,True,measured_from_predictions,0.0,1.0
0.5_to_1,0.5,1.0,0.0220700278878211,0.0061009037308394,0.0079700052738189,0.5415645241737366,0.5367056727409363,,20260828,state_definition,1.0,0.0,True,measured_from_predictions,0.0,1.0
1_to_3,1.0,3.0,0.0391945801675319,0.0117751900106668,0.0122919809073209,0.5257121324539185,0.5100629329681396,,20260828,state_definition,1.0,0.0,True,measured_from_predictions,0.0,1.0
3_to_7,3.0,7.0,0.2461385130882263,0.1009009927511215,0.1060380041599273,0.6437355875968933,0.6448380351066589,,20260828,state_definition,1.0,0.0,True,measured_from_predictions,0.0,1.0
7_to_14,7.0,14.0,0.1613216996192932,0.0580259896814823,0.0666480213403701,0.5086220502853394,0.4981637597084045,,20260828,state_definition,1.0,0.0,True,measured_from_predictions,0.0,1.0
14_to_28,14.0,28.0,0.0458275526762008,0.0055034440010786,0.0107347276061773,0.4989613890647888,0.4954496026039123,,20260828,state_definition,1.0,0.0,True,measured_from_predictions,0.0,1.0
0_to_0.25,0.0,0.25,0.0681729391217231,0.0167042668908834,0.0226778574287891,0.3744141459465027,0.3728647232055664,,20260829,state_definition,1.0,0.0,True,measured_from_predictions,0.0,1.0
0.25_to_0.5,0.25,0.5,0.0489787720143795,0.0132903074845671,0.0142928250133991,0.5548860430717468,0.5563399791717529,,20260829,state_definition,1.0,0.0,True,measured_from_predictions,0.0,1.0
0.5_to_1,0.5,1.0,0.0236725267022848,0.0060244654305279,0.0061323507688939,0.5728593468666077,0.5683877468109131,,20260829,state_definition,1.0,0.0,True,measured_from_predictions,0.0,1.0
1_to_3,1.0,3.0,0.0881582051515579,0.0301006007939577,0.0287648793309927,0.4949317276477813,0.4817520081996918,,20260829,state_definition,1.0,0.0,True,measured_from_predictions,0.0,1.0
3_to_7,3.0,7.0,0.0515055172145366,0.0129537880420684,0.021954346448183,0.5959039926528931,0.5958056449890137,,20260829,state_definition,1.0,0.0,True,measured_from_predictions,0.0,1.0
7_to_14,7.0,14.0,0.048276662826538,0.0058987815864384,0.0100005026906728,0.6757022142410278,0.6860287189483643,,20260829,state_definition,1.0,0.0,True,measured_from_predictions,0.0,1.0
14_to_28,14.0,28.0,0.0595680400729179,0.0096905604004859,0.0188307892531156,0.4906866550445556,0.4833436906337738,,20260829,state_definition,1.0,0.0,True,measured_from_predictions,0.0,1.0
